State,Year,Quarter,Reg_name,Reg_users,App_opening
uttar-pradesh,2021,3,jaunpur district,650143,11804378
uttar-pradesh,2021,3,kaushambi district,126637,3417066
uttar-pradesh,2021,3,hapur district,288709,7010219
uttar-pradesh,2021,3,hamirpur district,128958,5101770
uttar-pradesh,2021,3,meerut district,853246,16882676
uttar-pradesh,2021,3,mathura district,628528,16338028
uttar-pradesh,2021,3,chitrakoot district,90553,5012442
uttar-pradesh,2021,3,lalitpur district,155272,9660592
uttar-pradesh,2021,3,mau district,292936,5134182
uttar-pradesh,2021,3,mirzapur district,314144,9607253
uttar-pradesh,2021,3,bulandshahr district,535699,13891421
uttar-pradesh,2021,3,gonda district,305366,10059982
uttar-pradesh,2021,3,jhansi district,464351,14635892
uttar-pradesh,2021,3,chandauli district,300595,6385377
uttar-pradesh,2021,3,bhadohi district,228222,3509928
uttar-pradesh,2021,3,pratapgarh district,369954,8547127
uttar-pradesh,2021,3,saharanpur district,584344,15615472
uttar-pradesh,2021,3,bara banki district,291376,7899459
uttar-pradesh,2021,3,bareilly district,766809,14710344
uttar-pradesh,2021,3,sitapur district,397389,10389341
uttar-pradesh,2021,3,sultanpur district,301325,6580185
uttar-pradesh,2021,3,agra district,1124720,22075229
uttar-pradesh,2021,3,fatehpur district,226873,6986051
uttar-pradesh,2021,3,rae bareli district,263613,7082526
uttar-pradesh,2021,3,firozabad district,412441,8589707
uttar-pradesh,2021,3,kheri district,446308,11738602
uttar-pradesh,2021,3,gorakhpur district,900171,17952101
uttar-pradesh,2021,3,unnao district,293971,8496052
uttar-pradesh,2021,3,prayagraj district,1320432,24937997
uttar-pradesh,2021,3,sonbhadra district,272567,14054719
uttar-pradesh,2021,3,ghazipur district,514893,9646966
uttar-pradesh,2021,3,farrukhabad district,231446,5518604
uttar-pradesh,2021,3,kannauj district,198231,5167434
uttar-pradesh,2021,3,azamgarh district,582049,10763238
uttar-pradesh,2021,3,ayodhya district,372839,7623642
uttar-pradesh,2021,3,deoria district,492048,10011054
uttar-pradesh,2021,3,ghaziabad district,2031752,38066824
uttar-pradesh,2020,3,amethi district,175672,3135028
uttar-pradesh,2020,3,siddharthnagar district,176555,4410888
uttar-pradesh,2020,3,auraiya district,136156,2459782
uttar-pradesh,2020,3,sambhal district,141580,2157953
uttar-pradesh,2020,3,kanpur nagar district,941379,14730136
uttar-pradesh,2020,3,aligarh district,489555,8765586
uttar-pradesh,2020,3,mahoba district,71317,1211722
uttar-pradesh,2020,3,lucknow district,1551932,25954376
uttar-pradesh,2020,3,sant kabeer nagar district,136932,2975927
uttar-pradesh,2020,3,hathras district,164058,2922172
uttar-pradesh,2020,3,budaun district,188814,2861757
uttar-pradesh,2020,3,moradabad district,329322,5210373
uttar-pradesh,2020,3,kushinagar district,366656,8179739
uttar-pradesh,2020,3,baghpat district,173593,3523714
uttar-pradesh,2020,3,shahjahanpur district,219668,3118202
uttar-pradesh,2020,3,muzaffarnagar district,320098,5388746
uttar-pradesh,2020,3,ambedkar nagar district,219649,3805579
uttar-pradesh,2020,3,bahraich district,158041,2477910
uttar-pradesh,2020,3,jalaun district,164885,2835173
uttar-pradesh,2020,3,rampur district,174194,2681970
uttar-pradesh,2020,3,ballia district,347325,6824186
uttar-pradesh,2020,3,shravasti district,40056,686485
uttar-pradesh,2020,3,kasganj district,111622,1782260
uttar-pradesh,2020,3,varanasi district,927313,13603279
uttar-pradesh,2020,3,gautam buddha nagar district,1885370,47735179
uttar-pradesh,2020,3,basti district,232300,5028229
uttar-pradesh,2020,3,shamli district,134703,2422480
uttar-pradesh,2020,3,maharajganj district,236496,4478038
uttar-pradesh,2020,3,etawah district,178286,3083574
uttar-pradesh,2020,3,etah district,152537,2565815
uttar-pradesh,2020,3,banda district,109260,1621264
uttar-pradesh,2020,3,bijnor district,315548,5301772
uttar-pradesh,2020,3,hardoi district,224504,3254196
uttar-pradesh,2020,3,balrampur district,104746,2091334
uttar-pradesh,2020,3,amroha district,171549,3029210
uttar-pradesh,2020,3,pilibhit district,167139,2371333
uttar-pradesh,2020,3,mainpuri district,176651,2844338
uttar-pradesh,2020,3,kanpur dehat district,131597,2432061
uttar-pradesh,2020,3,jaunpur district,470090,9596375
uttar-pradesh,2020,3,kaushambi district,89293,1463592
uttar-pradesh,2020,3,hapur district,207549,4271913
uttar-pradesh,2020,3,hamirpur district,92148,1593325
uttar-pradesh,2020,3,meerut district,624570,11216890
uttar-pradesh,2020,3,mathura district,450042,8334713
uttar-pradesh,2020,3,chitrakoot district,63813,1107947
uttar-pradesh,2020,3,lalitpur district,109905,1984885
uttar-pradesh,2020,3,mau district,211980,3522195
uttar-pradesh,2020,3,mirzapur district,229009,3873254
uttar-pradesh,2020,3,bulandshahr district,382144,7705483
uttar-pradesh,2020,3,gonda district,216590,4297700
uttar-pradesh,2020,3,jhansi district,340517,6542964
uttar-pradesh,2020,3,chandauli district,218583,3801210
uttar-pradesh,2020,3,bhadohi district,165497,3136062
uttar-pradesh,2020,3,pratapgarh district,265530,5036714
uttar-pradesh,2020,3,saharanpur district,419510,7614353
uttar-pradesh,2020,3,bara banki district,208489,3294064
uttar-pradesh,2020,3,bareilly district,558821,8528332
uttar-pradesh,2020,3,sitapur district,281113,3262320
uttar-pradesh,2020,3,sultanpur district,218977,3965223
uttar-pradesh,2020,3,agra district,822893,13709198
uttar-pradesh,2020,3,fatehpur district,161230,2433963
uttar-pradesh,2020,3,rae bareli district,190989,3062998
uttar-pradesh,2020,3,firozabad district,291115,4535491
uttar-pradesh,2020,3,kheri district,309435,3878339
uttar-pradesh,2020,3,gorakhpur district,661272,12200156
uttar-pradesh,2020,3,unnao district,210513,3242170
uttar-pradesh,2020,3,prayagraj district,974228,15657722
uttar-pradesh,2020,3,sonbhadra district,198688,4177900
uttar-pradesh,2020,3,ghazipur district,373352,6975372
uttar-pradesh,2020,3,farrukhabad district,165207,2675642
uttar-pradesh,2020,3,kannauj district,141507,2084687
uttar-pradesh,2020,3,azamgarh district,421262,7386152
uttar-pradesh,2020,3,ayodhya district,271190,4519954
uttar-pradesh,2020,3,deoria district,355557,7457098
uttar-pradesh,2020,3,ghaziabad district,1518450,32676386
uttar-pradesh,2023,3,amethi district,380393,27385369
uttar-pradesh,2023,3,siddharthnagar district,385935,47743490
uttar-pradesh,2023,3,auraiya district,292049,17830111
uttar-pradesh,2023,3,sambhal district,313557,31424618
uttar-pradesh,2023,3,kanpur nagar district,1892032,24263042
uttar-pradesh,2023,3,aligarh district,1034687,22262173
uttar-pradesh,2023,3,mahoba district,158171,27936479
uttar-pradesh,2023,3,lucknow district,3079592,27261618
uttar-pradesh,2023,3,sant kabeer nagar district,298294,9910712
uttar-pradesh,2023,3,hathras district,354701,6959513
uttar-pradesh,2023,3,budaun district,415170,61519364
uttar-pradesh,2023,3,moradabad district,702114,20288290
uttar-pradesh,2023,3,kushinagar district,790992,9323697
uttar-pradesh,2023,3,baghpat district,362253,4081774
uttar-pradesh,2023,3,shahjahanpur district,483996,54709485
uttar-pradesh,2023,3,muzaffarnagar district,675758,21433946
uttar-pradesh,2023,3,ambedkar nagar district,469643,9653490
uttar-pradesh,2023,3,bahraich district,351197,89318937
uttar-pradesh,2023,3,jalaun district,353347,39617888
uttar-pradesh,2023,3,rampur district,376868,27570644
uttar-pradesh,2023,3,ballia district,738066,7953087
uttar-pradesh,2023,3,shravasti district,91235,40452088
uttar-pradesh,2023,3,kasganj district,244981,15067739
uttar-pradesh,2023,3,varanasi district,1857307,4214891
uttar-pradesh,2023,3,gautam buddha nagar district,3694806,16668820
uttar-pradesh,2023,3,basti district,496363,11832621
uttar-pradesh,2023,3,shamli district,287818,8294208
uttar-pradesh,2023,3,maharajganj district,508371,14982788
uttar-pradesh,2023,3,etawah district,384073,21738457
uttar-pradesh,2023,3,etah district,331030,17752236
uttar-pradesh,2023,3,banda district,238954,49913265
uttar-pradesh,2023,3,bijnor district,670470,27543499
uttar-pradesh,2023,3,hardoi district,493317,71355122
uttar-pradesh,2023,3,balrampur district,231860,57151840
uttar-pradesh,2023,3,amroha district,373450,18830677
uttar-pradesh,2023,3,pilibhit district,358885,30277452
uttar-pradesh,2023,3,mainpuri district,382932,20778458
uttar-pradesh,2023,3,kanpur dehat district,290648,30887119
uttar-pradesh,2023,3,jaunpur district,1002702,11428558
uttar-pradesh,2023,3,kaushambi district,196493,15031195
uttar-pradesh,2023,3,hapur district,435527,5545765
uttar-pradesh,2023,3,hamirpur district,200383,30187253
uttar-pradesh,2023,3,meerut district,1272850,13507717
uttar-pradesh,2023,3,mathura district,957999,25561887
uttar-pradesh,2023,3,chitrakoot district,140080,41151195
uttar-pradesh,2023,3,lalitpur district,239148,61281743
uttar-pradesh,2023,3,mau district,449760,3317088
uttar-pradesh,2023,3,mirzapur district,480658,45265958
uttar-pradesh,2023,3,bulandshahr district,813951,20891385
uttar-pradesh,2023,3,gonda district,468005,46062519
uttar-pradesh,2023,3,jhansi district,701563,45473539
uttar-pradesh,2023,3,chandauli district,458678,14496902
uttar-pradesh,2023,3,bhadohi district,350181,646546
uttar-pradesh,2023,3,pratapgarh district,571815,16896025
uttar-pradesh,2023,3,saharanpur district,877350,34596514
uttar-pradesh,2023,3,bara banki district,448406,49379062
uttar-pradesh,2023,3,bareilly district,1164885,40560364
uttar-pradesh,2023,3,sitapur district,616736,85053063
uttar-pradesh,2023,3,sultanpur district,464656,11061513
uttar-pradesh,2023,3,agra district,1696452,30375506
uttar-pradesh,2023,3,fatehpur district,350838,41807229
uttar-pradesh,2023,3,rae bareli district,402616,27418321
uttar-pradesh,2023,3,firozabad district,636709,20423767
uttar-pradesh,2023,3,kheri district,692784,80242452
uttar-pradesh,2023,3,gorakhpur district,1370080,19174512
uttar-pradesh,2023,3,unnao district,450382,49079266
uttar-pradesh,2023,3,prayagraj district,2002831,37301199
uttar-pradesh,2023,3,sonbhadra district,417889,82461831
uttar-pradesh,2023,3,ghazipur district,793262,9935069
uttar-pradesh,2023,3,farrukhabad district,357214,16051216
uttar-pradesh,2023,3,kannauj district,308495,21237996
uttar-pradesh,2023,3,azamgarh district,891882,14447051
uttar-pradesh,2023,3,ayodhya district,569157,14839234
uttar-pradesh,2023,3,deoria district,757706,5418894
uttar-pradesh,2023,3,ghaziabad district,3015494,9394379
uttar-pradesh,2018,3,amethi district,51158,0
uttar-pradesh,2018,3,siddharthnagar district,46175,0
uttar-pradesh,2018,3,auraiya district,39943,0
uttar-pradesh,2018,3,sambhal district,38981,0
uttar-pradesh,2018,3,kanpur nagar district,349250,0
uttar-pradesh,2018,3,aligarh district,144523,0
uttar-pradesh,2018,3,mahoba district,22466,0
uttar-pradesh,2018,3,lucknow district,620328,0
uttar-pradesh,2018,3,sant kabeer nagar district,37785,0
uttar-pradesh,2018,3,hathras district,44651,0
uttar-pradesh,2018,3,budaun district,49900,0
uttar-pradesh,2018,3,moradabad district,97965,0
uttar-pradesh,2018,3,kushinagar district,110385,0
uttar-pradesh,2018,3,baghpat district,49101,0
uttar-pradesh,2018,3,shahjahanpur district,68001,0
uttar-pradesh,2018,3,muzaffarnagar district,95844,0
uttar-pradesh,2018,3,ambedkar nagar district,66611,0
uttar-pradesh,2018,3,bahraich district,43463,0
uttar-pradesh,2018,3,jalaun district,55786,0
uttar-pradesh,2018,3,rampur district,51413,0
uttar-pradesh,2018,3,ballia district,108942,0
uttar-pradesh,2018,3,shravasti district,10400,0
uttar-pradesh,2018,3,kasganj district,28828,0
uttar-pradesh,2018,3,varanasi district,352604,0
uttar-pradesh,2018,3,gautam buddha nagar district,727480,0
uttar-pradesh,2018,3,basti district,70203,0
uttar-pradesh,2018,3,shamli district,39785,0
uttar-pradesh,2018,3,maharajganj district,74108,0
uttar-pradesh,2018,3,etawah district,51033,0
uttar-pradesh,2018,3,etah district,38217,0
uttar-pradesh,2018,3,banda district,33328,0
uttar-pradesh,2018,3,bijnor district,92326,0
uttar-pradesh,2018,3,hardoi district,62574,0
uttar-pradesh,2018,3,balrampur district,26607,0
uttar-pradesh,2018,3,amroha district,48472,0
uttar-pradesh,2018,3,pilibhit district,49998,0
uttar-pradesh,2018,3,mainpuri district,47571,0
uttar-pradesh,2018,3,kanpur dehat district,34514,0
uttar-pradesh,2018,3,jaunpur district,144600,0
uttar-pradesh,2018,3,kaushambi district,22789,0
uttar-pradesh,2018,3,hapur district,59018,0
uttar-pradesh,2018,3,hamirpur district,29906,0
uttar-pradesh,2018,3,meerut district,205977,0
uttar-pradesh,2018,3,mathura district,124162,0
uttar-pradesh,2018,3,chitrakoot district,18928,0
uttar-pradesh,2018,3,lalitpur district,34385,0
uttar-pradesh,2018,3,mau district,66077,0
uttar-pradesh,2018,3,mirzapur district,72693,0
uttar-pradesh,2018,3,bulandshahr district,106236,0
uttar-pradesh,2018,3,gonda district,65323,0
uttar-pradesh,2018,3,jhansi district,123717,0
uttar-pradesh,2018,3,chandauli district,69703,0
uttar-pradesh,2018,3,bhadohi district,51097,0
uttar-pradesh,2018,3,pratapgarh district,76177,0
uttar-pradesh,2018,3,saharanpur district,125990,0
uttar-pradesh,2018,3,bara banki district,63323,0
uttar-pradesh,2018,3,bareilly district,187467,0
uttar-pradesh,2018,3,sitapur district,79560,0
uttar-pradesh,2018,3,sultanpur district,68140,0
uttar-pradesh,2018,3,agra district,257453,0
uttar-pradesh,2018,3,fatehpur district,46136,0
uttar-pradesh,2018,3,rae bareli district,61003,0
uttar-pradesh,2018,3,firozabad district,73219,0
uttar-pradesh,2018,3,kheri district,92964,0
uttar-pradesh,2018,3,gorakhpur district,224409,0
uttar-pradesh,2018,3,unnao district,60921,0
uttar-pradesh,2018,3,prayagraj district,363743,0
uttar-pradesh,2018,3,sonbhadra district,73554,0
uttar-pradesh,2018,3,ghazipur district,117553,0
uttar-pradesh,2018,3,farrukhabad district,46996,0
uttar-pradesh,2018,3,kannauj district,37221,0
uttar-pradesh,2018,3,azamgarh district,128477,0
uttar-pradesh,2018,3,ayodhya district,89623,0
uttar-pradesh,2018,3,deoria district,108692,0
uttar-pradesh,2018,3,ghaziabad district,538532,0
uttar-pradesh,2019,3,amethi district,105040,1342325
uttar-pradesh,2019,3,siddharthnagar district,99879,1663441
uttar-pradesh,2019,3,auraiya district,81392,1086852
uttar-pradesh,2019,3,sambhal district,80158,914102
uttar-pradesh,2019,3,kanpur nagar district,655175,10991280
uttar-pradesh,2019,3,aligarh district,301404,4667055
uttar-pradesh,2019,3,mahoba district,42896,501799
uttar-pradesh,2019,3,lucknow district,1124832,22146904
uttar-pradesh,2019,3,sant kabeer nagar district,81569,1187005
uttar-pradesh,2019,3,hathras district,96057,1271021
uttar-pradesh,2019,3,budaun district,104296,1202610
uttar-pradesh,2019,3,moradabad district,198184,2672363
uttar-pradesh,2019,3,kushinagar district,228387,3603260
uttar-pradesh,2019,3,baghpat district,106317,1584692
uttar-pradesh,2019,3,shahjahanpur district,131285,1545078
uttar-pradesh,2019,3,muzaffarnagar district,195954,2676545
uttar-pradesh,2019,3,ambedkar nagar district,134984,1748188
uttar-pradesh,2019,3,bahraich district,90019,1164262
uttar-pradesh,2019,3,jalaun district,103258,1218452
uttar-pradesh,2019,3,rampur district,102150,1315599
uttar-pradesh,2019,3,ballia district,220174,2864754
uttar-pradesh,2019,3,shravasti district,21992,308571
uttar-pradesh,2019,3,kasganj district,63472,804909
uttar-pradesh,2019,3,varanasi district,639586,9534643
uttar-pradesh,2019,3,gautam buddha nagar district,1415905,43577747
uttar-pradesh,2019,3,basti district,142135,2080225
uttar-pradesh,2019,3,shamli district,80923,1100345
uttar-pradesh,2019,3,maharajganj district,148207,2032349
uttar-pradesh,2019,3,etawah district,107062,1432296
uttar-pradesh,2019,3,etah district,86419,1086491
uttar-pradesh,2019,3,banda district,66504,786751
uttar-pradesh,2019,3,bijnor district,189782,2433046
uttar-pradesh,2019,3,hardoi district,126364,1475185
uttar-pradesh,2019,3,balrampur district,59530,851300
uttar-pradesh,2019,3,amroha district,101730,1318323
uttar-pradesh,2019,3,pilibhit district,98268,1168729
uttar-pradesh,2019,3,mainpuri district,101932,1213979
uttar-pradesh,2019,3,kanpur dehat district,74296,1023191
uttar-pradesh,2019,3,jaunpur district,294998,4005808
uttar-pradesh,2019,3,kaushambi district,49359,607775
uttar-pradesh,2019,3,hapur district,130436,2172113
uttar-pradesh,2019,3,hamirpur district,56997,684555
uttar-pradesh,2019,3,meerut district,408972,6542889
uttar-pradesh,2019,3,mathura district,268573,4305472
uttar-pradesh,2019,3,chitrakoot district,38341,494613
uttar-pradesh,2019,3,lalitpur district,66906,926012
uttar-pradesh,2019,3,mau district,132663,1544541
uttar-pradesh,2019,3,mirzapur district,146634,1841969
uttar-pradesh,2019,3,bulandshahr district,230896,3501708
uttar-pradesh,2019,3,gonda district,132341,1980000
uttar-pradesh,2019,3,jhansi district,227191,3924391
uttar-pradesh,2019,3,chandauli district,136786,1797089
uttar-pradesh,2019,3,bhadohi district,102914,1313875
uttar-pradesh,2019,3,pratapgarh district,159596,1972207
uttar-pradesh,2019,3,saharanpur district,259929,4079780
uttar-pradesh,2019,3,bara banki district,125166,1859154
uttar-pradesh,2019,3,bareilly district,356146,5230735
uttar-pradesh,2019,3,sitapur district,166391,1924121
uttar-pradesh,2019,3,sultanpur district,137062,1854511
uttar-pradesh,2019,3,agra district,530228,8406324
uttar-pradesh,2019,3,fatehpur district,94067,1090188
uttar-pradesh,2019,3,rae bareli district,119176,1501090
uttar-pradesh,2019,3,firozabad district,161983,2185433
uttar-pradesh,2019,3,kheri district,180345,2036254
uttar-pradesh,2019,3,gorakhpur district,434172,6497238
uttar-pradesh,2019,3,unnao district,125933,1695964
uttar-pradesh,2019,3,prayagraj district,667277,12165883
uttar-pradesh,2019,3,sonbhadra district,131881,2139255
uttar-pradesh,2019,3,ghazipur district,236041,3065015
uttar-pradesh,2019,3,farrukhabad district,97522,1293796
uttar-pradesh,2019,3,kannauj district,83346,955283
uttar-pradesh,2019,3,azamgarh district,261840,3189197
uttar-pradesh,2019,3,ayodhya district,173259,2331698
uttar-pradesh,2019,3,deoria district,223155,3210571
uttar-pradesh,2019,3,ghaziabad district,1088568,24220432
uttar-pradesh,2022,3,amethi district,317320,12874116
uttar-pradesh,2022,3,siddharthnagar district,322050,18562556
uttar-pradesh,2022,3,auraiya district,243880,8616240
uttar-pradesh,2022,3,sambhal district,263057,13049736
uttar-pradesh,2022,3,kanpur nagar district,1592126,15019139
uttar-pradesh,2022,3,aligarh district,869751,18328964
uttar-pradesh,2022,3,mahoba district,131487,13128704
uttar-pradesh,2022,3,lucknow district,2604663,15412388
uttar-pradesh,2022,3,sant kabeer nagar district,248266,4260638
uttar-pradesh,2022,3,hathras district,297339,6404007
uttar-pradesh,2022,3,budaun district,347766,22880376
uttar-pradesh,2022,3,moradabad district,590056,10611628
uttar-pradesh,2022,3,kushinagar district,658326,8588447
uttar-pradesh,2022,3,baghpat district,305082,5125847
uttar-pradesh,2022,3,shahjahanpur district,403737,18268289
uttar-pradesh,2022,3,muzaffarnagar district,569122,11393607
uttar-pradesh,2022,3,ambedkar nagar district,391497,7173461
uttar-pradesh,2022,3,bahraich district,293586,25343569
uttar-pradesh,2022,3,jalaun district,294643,23114041
uttar-pradesh,2022,3,rampur district,316113,12867095
uttar-pradesh,2022,3,ballia district,615476,6722824
uttar-pradesh,2022,3,shravasti district,76201,10193617
uttar-pradesh,2022,3,kasganj district,204628,8007433
uttar-pradesh,2022,3,varanasi district,1563730,4529669
uttar-pradesh,2022,3,gautam buddha nagar district,3130224,17308615
uttar-pradesh,2022,3,basti district,414256,8548209
uttar-pradesh,2022,3,shamli district,242580,7118766
uttar-pradesh,2022,3,maharajganj district,424361,10002920
uttar-pradesh,2022,3,etawah district,320846,11291764
uttar-pradesh,2022,3,etah district,276844,12994362
uttar-pradesh,2022,3,banda district,199461,17195919
uttar-pradesh,2022,3,bijnor district,564365,19324381
uttar-pradesh,2022,3,hardoi district,413101,24728937
uttar-pradesh,2022,3,balrampur district,193583,19475275
uttar-pradesh,2022,3,amroha district,313538,10652187
uttar-pradesh,2022,3,pilibhit district,299722,12620949
uttar-pradesh,2022,3,mainpuri district,320417,12059600
uttar-pradesh,2022,3,kanpur dehat district,242363,17931459
uttar-pradesh,2022,3,jaunpur district,836999,8200672
uttar-pradesh,2022,3,kaushambi district,163634,6261255
uttar-pradesh,2022,3,hapur district,366537,5376740
uttar-pradesh,2022,3,hamirpur district,166804,13111909
uttar-pradesh,2022,3,meerut district,1075255,11886840
uttar-pradesh,2022,3,mathura district,803538,18080955
uttar-pradesh,2022,3,chitrakoot district,116747,15666318
uttar-pradesh,2022,3,lalitpur district,199494,29237113
uttar-pradesh,2022,3,mau district,375672,3688508
uttar-pradesh,2022,3,mirzapur district,402235,19237238
uttar-pradesh,2022,3,bulandshahr district,684412,14557438
uttar-pradesh,2022,3,gonda district,392403,18782702
uttar-pradesh,2022,3,jhansi district,589478,25388945
uttar-pradesh,2022,3,chandauli district,384127,6985851
uttar-pradesh,2022,3,bhadohi district,292737,1539529
uttar-pradesh,2022,3,pratapgarh district,476843,11074622
uttar-pradesh,2022,3,saharanpur district,741236,21605787
uttar-pradesh,2022,3,bara banki district,375287,15079533
uttar-pradesh,2022,3,bareilly district,977218,17067283
uttar-pradesh,2022,3,sitapur district,514752,26067655
uttar-pradesh,2022,3,sultanpur district,387814,8331039
uttar-pradesh,2022,3,agra district,1426154,20256530
uttar-pradesh,2022,3,fatehpur district,292522,15831282
uttar-pradesh,2022,3,rae bareli district,337333,13781451
uttar-pradesh,2022,3,firozabad district,531310,10951452
uttar-pradesh,2022,3,kheri district,577837,25859939
uttar-pradesh,2022,3,gorakhpur district,1148103,14568239
uttar-pradesh,2022,3,unnao district,376810,18095578
uttar-pradesh,2022,3,prayagraj district,1678668,21471432
uttar-pradesh,2022,3,sonbhadra district,348944,35727209
uttar-pradesh,2022,3,ghazipur district,660956,7231266
uttar-pradesh,2022,3,farrukhabad district,298591,10751823
uttar-pradesh,2022,3,kannauj district,256849,9961259
uttar-pradesh,2022,3,azamgarh district,746045,8473779
uttar-pradesh,2022,3,ayodhya district,476884,8489087
uttar-pradesh,2022,3,deoria district,632752,5016891
uttar-pradesh,2022,3,ghaziabad district,2549377,10277514
jammu-&-kashmir,2021,3,muzaffarabad district,454,277152
jammu-&-kashmir,2021,3,doda district,30988,2156305
jammu-&-kashmir,2021,3,samba district,61677,1647183
jammu-&-kashmir,2021,3,mirpur district,6201,741299
jammu-&-kashmir,2021,3,srinagar district,122752,2116162
jammu-&-kashmir,2021,3,baramulla district,104763,2926151
jammu-&-kashmir,2021,3,jammu district,354280,7100607
jammu-&-kashmir,2021,3,ganderbal district,25735,1207298
jammu-&-kashmir,2021,3,udhampur district,68452,2608312
jammu-&-kashmir,2021,3,bandipore district,28469,1139504
jammu-&-kashmir,2021,3,reasi district,32275,2111256
jammu-&-kashmir,2021,3,shopian district,19343,542538
jammu-&-kashmir,2021,3,poonch district,33277,2129714
jammu-&-kashmir,2021,3,kathua district,73280,3107994
jammu-&-kashmir,2021,3,kishtwar district,14320,1885750
jammu-&-kashmir,2021,3,pulwama district,53876,1519762
jammu-&-kashmir,2021,3,ramban district,19751,1301613
jammu-&-kashmir,2021,3,rajouri district,55013,2580630
jammu-&-kashmir,2021,3,kulgam district,36921,956967
jammu-&-kashmir,2021,3,budgam district,78298,1548150
jammu-&-kashmir,2021,3,anantnag district,70633,2364289
jammu-&-kashmir,2021,3,kupwara district,69102,3056561
jammu-&-kashmir,2020,3,muzaffarabad district,304,6388
jammu-&-kashmir,2020,3,doda district,20833,287357
jammu-&-kashmir,2020,3,samba district,42915,522691
jammu-&-kashmir,2020,3,mirpur district,4128,70985
jammu-&-kashmir,2020,3,srinagar district,87182,1051310
jammu-&-kashmir,2020,3,baramulla district,73162,811950
jammu-&-kashmir,2020,3,jammu district,248814,2720674
jammu-&-kashmir,2020,3,ganderbal district,18259,225894
jammu-&-kashmir,2020,3,udhampur district,47399,661207
jammu-&-kashmir,2020,3,bandipore district,20153,223661
jammu-&-kashmir,2020,3,reasi district,22063,243175
jammu-&-kashmir,2020,3,shopian district,13294,160453
jammu-&-kashmir,2020,3,poonch district,22704,342181
jammu-&-kashmir,2020,3,kathua district,50914,593205
jammu-&-kashmir,2020,3,kishtwar district,9745,126649
jammu-&-kashmir,2020,3,pulwama district,38434,514441
jammu-&-kashmir,2020,3,ramban district,13674,196197
jammu-&-kashmir,2020,3,rajouri district,38071,557098
jammu-&-kashmir,2020,3,kulgam district,25887,249487
jammu-&-kashmir,2020,3,budgam district,55153,667385
jammu-&-kashmir,2020,3,anantnag district,49443,501949
jammu-&-kashmir,2020,3,kupwara district,47288,709117
jammu-&-kashmir,2023,3,muzaffarabad district,689,2388963
jammu-&-kashmir,2023,3,doda district,47141,18908548
jammu-&-kashmir,2023,3,samba district,92315,8671389
jammu-&-kashmir,2023,3,mirpur district,9360,11247923
jammu-&-kashmir,2023,3,srinagar district,180872,2136209
jammu-&-kashmir,2023,3,baramulla district,156673,23933296
jammu-&-kashmir,2023,3,jammu district,524726,20471797
jammu-&-kashmir,2023,3,ganderbal district,38539,11412437
jammu-&-kashmir,2023,3,udhampur district,103054,19829111
jammu-&-kashmir,2023,3,bandipore district,42437,4574495
jammu-&-kashmir,2023,3,reasi district,48709,16244706
jammu-&-kashmir,2023,3,shopian district,29274,6868446
jammu-&-kashmir,2023,3,poonch district,50716,16670040
jammu-&-kashmir,2023,3,kathua district,110005,28520026
jammu-&-kashmir,2023,3,kishtwar district,21550,6707170
jammu-&-kashmir,2023,3,pulwama district,80258,8748278
jammu-&-kashmir,2023,3,ramban district,30080,11185754
jammu-&-kashmir,2023,3,rajouri district,83335,15685000
jammu-&-kashmir,2023,3,kulgam district,55512,7432705
jammu-&-kashmir,2023,3,budgam district,116523,8284840
jammu-&-kashmir,2023,3,anantnag district,105459,20036656
jammu-&-kashmir,2023,3,kupwara district,104220,13247040
jammu-&-kashmir,2018,3,muzaffarabad district,89,0
jammu-&-kashmir,2018,3,doda district,5618,0
jammu-&-kashmir,2018,3,samba district,13304,0
jammu-&-kashmir,2018,3,mirpur district,1133,0
jammu-&-kashmir,2018,3,srinagar district,35583,0
jammu-&-kashmir,2018,3,baramulla district,31069,0
jammu-&-kashmir,2018,3,jammu district,86877,0
jammu-&-kashmir,2018,3,ganderbal district,7627,0
jammu-&-kashmir,2018,3,udhampur district,16058,0
jammu-&-kashmir,2018,3,bandipore district,8792,0
jammu-&-kashmir,2018,3,reasi district,7010,0
jammu-&-kashmir,2018,3,shopian district,4698,0
jammu-&-kashmir,2018,3,poonch district,6243,0
jammu-&-kashmir,2018,3,kathua district,15849,0
jammu-&-kashmir,2018,3,kishtwar district,2822,0
jammu-&-kashmir,2018,3,pulwama district,15427,0
jammu-&-kashmir,2018,3,ramban district,4202,0
jammu-&-kashmir,2018,3,rajouri district,11534,0
jammu-&-kashmir,2018,3,kulgam district,10305,0
jammu-&-kashmir,2018,3,budgam district,22301,0
jammu-&-kashmir,2018,3,anantnag district,20234,0
jammu-&-kashmir,2018,3,kupwara district,15754,0
jammu-&-kashmir,2019,3,muzaffarabad district,207,1501
jammu-&-kashmir,2019,3,doda district,12682,68944
jammu-&-kashmir,2019,3,samba district,27579,160172
jammu-&-kashmir,2019,3,mirpur district,2372,18542
jammu-&-kashmir,2019,3,srinagar district,64758,386951
jammu-&-kashmir,2019,3,baramulla district,54404,249467
jammu-&-kashmir,2019,3,jammu district,169849,975045
jammu-&-kashmir,2019,3,ganderbal district,13453,109345
jammu-&-kashmir,2019,3,udhampur district,31297,204871
jammu-&-kashmir,2019,3,bandipore district,15313,80343
jammu-&-kashmir,2019,3,reasi district,14489,118236
