State,Year,Quarter,Reg_name,Reg_users,App_opening
punjab,2023,3,gurdaspur district,320776,16332612
punjab,2023,3,amritsar district,771321,19811933
punjab,2023,3,faridkot district,160468,8657399
punjab,2023,3,hoshiarpur district,358108,16640122
punjab,2023,3,moga district,190366,17738075
punjab,2018,3,shahid bhagat singh nagar district,13651,0
punjab,2018,3,fazilka district,73785,0
punjab,2018,3,barnala district,20578,0
punjab,2018,3,mansa district,32798,0
punjab,2018,3,ludhiana district,296414,0
punjab,2018,3,sri muktsar sahib district,35579,0
punjab,2018,3,patiala district,113902,0
punjab,2018,3,pathankot district,37880,0
punjab,2018,3,fatehgarh sahib district,26642,0
punjab,2018,3,rupnagar district,30201,0
punjab,2018,3,tarn taran district,21326,0
punjab,2018,3,sas nagar district,201458,0
punjab,2018,3,sangrur district,64978,0
punjab,2018,3,jalandhar district,104824,0
punjab,2018,3,bathinda district,88508,0
punjab,2018,3,kapurthala district,31128,0
punjab,2018,3,firozepur district,34756,0
punjab,2018,3,gurdaspur district,39920,0
punjab,2018,3,amritsar district,108935,0
punjab,2018,3,faridkot district,25150,0
punjab,2018,3,hoshiarpur district,45862,0
punjab,2018,3,moga district,24873,0
punjab,2019,3,shahid bhagat singh nagar district,29058,358302
punjab,2019,3,fazilka district,132573,1615296
punjab,2019,3,barnala district,40352,424937
punjab,2019,3,mansa district,56807,547782
punjab,2019,3,ludhiana district,601479,8692321
punjab,2019,3,sri muktsar sahib district,66098,684183
punjab,2019,3,patiala district,229488,3089142
punjab,2019,3,pathankot district,79266,1050471
punjab,2019,3,fatehgarh sahib district,55452,710529
punjab,2019,3,rupnagar district,64333,791936
punjab,2019,3,tarn taran district,47784,542647
punjab,2019,3,sas nagar district,385263,6868841
punjab,2019,3,sangrur district,127329,1545980
punjab,2019,3,jalandhar district,225027,3028235
punjab,2019,3,bathinda district,162800,2039631
punjab,2019,3,kapurthala district,63785,1777578
punjab,2019,3,firozepur district,70387,893976
punjab,2019,3,gurdaspur district,87043,911184
punjab,2019,3,amritsar district,238628,3127423
punjab,2019,3,faridkot district,48150,526908
punjab,2019,3,hoshiarpur district,99272,1049605
punjab,2019,3,moga district,52339,583979
punjab,2022,3,shahid bhagat singh nagar district,91214,3012229
punjab,2022,3,fazilka district,363909,13937735
punjab,2022,3,barnala district,116402,3446712
punjab,2022,3,mansa district,157364,5338834
punjab,2022,3,ludhiana district,1644780,11240356
punjab,2022,3,sri muktsar sahib district,184238,8483794
punjab,2022,3,patiala district,608884,9839964
punjab,2022,3,pathankot district,214406,4060887
punjab,2022,3,fatehgarh sahib district,164128,2748659
punjab,2022,3,rupnagar district,183054,3032037
punjab,2022,3,tarn taran district,160720,9780568
punjab,2022,3,sas nagar district,904073,6516965
punjab,2022,3,sangrur district,355769,8538887
punjab,2022,3,jalandhar district,621327,6512493
punjab,2022,3,bathinda district,420285,11570546
punjab,2022,3,kapurthala district,177068,4865445
punjab,2022,3,firozepur district,196883,7499072
punjab,2022,3,gurdaspur district,273518,8368676
punjab,2022,3,amritsar district,656700,9760253
punjab,2022,3,faridkot district,136663,4032999
punjab,2022,3,hoshiarpur district,303683,6744083
punjab,2022,3,moga district,162514,5294537
delhi,2021,3,south district,855177,16742627
delhi,2021,3,central district,1184217,24898251
delhi,2021,3,new delhi district,1185588,24104453
delhi,2021,3,west district,1785309,31060472
delhi,2021,3,south west district,971552,18051807
delhi,2021,3,south east delhi district,1441462,29182451
delhi,2021,3,shahdara district,730209,11815518
delhi,2021,3,north east district,651695,11448245
delhi,2021,3,east district,898137,16541558
delhi,2021,3,north west district,1254464,21044731
delhi,2021,3,north district,1022251,18954263
delhi,2020,3,south district,651616,13811149
delhi,2020,3,central district,888536,17811726
delhi,2020,3,new delhi district,912051,19755770
delhi,2020,3,west district,1343895,27128183
delhi,2020,3,south west district,739034,16937109
delhi,2020,3,south east delhi district,1088989,23898063
delhi,2020,3,shahdara district,543831,10118652
delhi,2020,3,north east district,479924,10076533
delhi,2020,3,east district,685955,15039504
delhi,2020,3,north west district,946954,19440720
delhi,2020,3,north district,763389,16007620
delhi,2023,3,south district,1254751,4550171
delhi,2023,3,central district,1754227,5783803
delhi,2023,3,new delhi district,1744588,4834414
delhi,2023,3,west district,2641529,7154042
delhi,2023,3,south west district,1435544,3830749
delhi,2023,3,south east delhi district,2133173,6244678
delhi,2023,3,shahdara district,1086372,2419223
delhi,2023,3,north east district,978886,2598489
delhi,2023,3,east district,1322844,3448939
delhi,2023,3,north west district,1866671,4522240
delhi,2023,3,north district,1528582,4206541
delhi,2018,3,south district,264628,0
delhi,2018,3,central district,340549,0
delhi,2018,3,new delhi district,363140,0
delhi,2018,3,west district,515854,0
delhi,2018,3,south west district,297663,0
delhi,2018,3,south east delhi district,423177,0
delhi,2018,3,shahdara district,192430,0
delhi,2018,3,north east district,159566,0
delhi,2018,3,east district,280847,0
delhi,2018,3,north west district,376806,0
delhi,2018,3,north district,290251,0
delhi,2019,3,south district,498200,13735093
delhi,2019,3,central district,658985,18110411
delhi,2019,3,new delhi district,705546,17907707
delhi,2019,3,west district,1008836,22146744
delhi,2019,3,south west district,567496,12320743
delhi,2019,3,south east delhi district,821304,21257734
delhi,2019,3,shahdara district,391827,7812781
delhi,2019,3,north east district,334361,6815269
delhi,2019,3,east district,532254,14414183
delhi,2019,3,north west district,709448,15312330
delhi,2019,3,north district,554029,13548032
delhi,2022,3,south district,1065631,4638847
delhi,2022,3,central district,1483786,5742476
delhi,2022,3,new delhi district,1479669,5253294
delhi,2022,3,west district,2235907,6992655
delhi,2022,3,south west district,1215697,3934907
delhi,2022,3,south east delhi district,1804123,6340232
delhi,2022,3,shahdara district,917096,2440841
delhi,2022,3,north east district,822038,2460332
delhi,2022,3,east district,1121596,3393992
delhi,2022,3,north west district,1575473,4399466
delhi,2022,3,north district,1288507,4322456
chhattisgarh,2021,3,dhamtari district,122349,5603133
chhattisgarh,2021,3,korba district,279897,16623063
chhattisgarh,2021,3,surajpur district,111753,9477903
chhattisgarh,2021,3,baloda bazar district,205941,10767066
chhattisgarh,2021,3,sukma district,34529,3197451
chhattisgarh,2021,3,raigarh district,354087,17052359
chhattisgarh,2021,3,janjgir champa district,346366,17403707
chhattisgarh,2021,3,jashpur district,113637,9804141
chhattisgarh,2021,3,balod district,124200,6355356
chhattisgarh,2021,3,kabirdham district,111708,6730485
chhattisgarh,2021,3,surguja district,171276,10031433
chhattisgarh,2021,3,dantewada district,50242,3121282
chhattisgarh,2021,3,gariyaband district,71885,6272737
chhattisgarh,2021,3,durg district,568361,16727312
chhattisgarh,2021,3,rajnandgaon district,232140,14066183
chhattisgarh,2021,3,raipur district,917950,34032629
chhattisgarh,2021,3,narayanpur district,19877,1332425
chhattisgarh,2021,3,kanker district,116559,8813895
chhattisgarh,2021,3,korea district,111913,8619169
chhattisgarh,2021,3,mungeli district,81387,4340738
chhattisgarh,2021,3,bilaspur district,474660,19564262
chhattisgarh,2021,3,balrampur district,86704,11635114
chhattisgarh,2021,3,bijapur district,40492,3474467
chhattisgarh,2021,3,bemetara district,103776,5967838
chhattisgarh,2021,3,bastar district,125186,7716420
chhattisgarh,2021,3,kondagaon district,67316,6141062
chhattisgarh,2021,3,mahasamund district,161893,11614446
chhattisgarh,2020,3,dhamtari district,89508,1790640
chhattisgarh,2020,3,korba district,204448,5026826
chhattisgarh,2020,3,surajpur district,79907,1841882
chhattisgarh,2020,3,baloda bazar district,150975,3180025
chhattisgarh,2020,3,sukma district,24549,686019
chhattisgarh,2020,3,raigarh district,259581,6050750
chhattisgarh,2020,3,janjgir champa district,254275,7932461
chhattisgarh,2020,3,jashpur district,79728,1779430
chhattisgarh,2020,3,balod district,90672,1852205
chhattisgarh,2020,3,kabirdham district,80175,1675078
chhattisgarh,2020,3,surguja district,124081,2702225
chhattisgarh,2020,3,dantewada district,36067,879769
chhattisgarh,2020,3,gariyaband district,51653,1150137
chhattisgarh,2020,3,durg district,426052,9982427
chhattisgarh,2020,3,rajnandgaon district,166416,3393874
chhattisgarh,2020,3,raipur district,679027,15366190
chhattisgarh,2020,3,narayanpur district,14025,345785
chhattisgarh,2020,3,kanker district,81984,1829476
chhattisgarh,2020,3,korea district,80301,1900699
chhattisgarh,2020,3,mungeli district,59262,1136447
chhattisgarh,2020,3,bilaspur district,349586,6741931
chhattisgarh,2020,3,balrampur district,60953,1765014
chhattisgarh,2020,3,bijapur district,28816,818562
chhattisgarh,2020,3,bemetara district,75434,1493775
chhattisgarh,2020,3,bastar district,89115,1887298
chhattisgarh,2020,3,kondagaon district,46426,1027009
chhattisgarh,2020,3,mahasamund district,116370,2682672
chhattisgarh,2023,3,dhamtari district,180986,23509731
chhattisgarh,2023,3,korba district,418027,52055278
chhattisgarh,2023,3,surajpur district,169268,39203076
chhattisgarh,2023,3,baloda bazar district,309128,35764441
chhattisgarh,2023,3,sukma district,52904,19292109
chhattisgarh,2023,3,raigarh district,532938,54100309
chhattisgarh,2023,3,janjgir champa district,518847,23141368
chhattisgarh,2023,3,jashpur district,173782,51864491
chhattisgarh,2023,3,balod district,182908,17108716
chhattisgarh,2023,3,kabirdham district,169090,41298090
chhattisgarh,2023,3,surguja district,258533,49098709
chhattisgarh,2023,3,dantewada district,75691,11437272
chhattisgarh,2023,3,gariyaband district,108470,27738384
chhattisgarh,2023,3,durg district,834591,18459615
chhattisgarh,2023,3,rajnandgaon district,346368,65235555
chhattisgarh,2023,3,raipur district,1360842,53194674
chhattisgarh,2023,3,narayanpur district,30277,13506662
chhattisgarh,2023,3,kanker district,176464,61813959
chhattisgarh,2023,3,korea district,168739,35822474
chhattisgarh,2023,3,mungeli district,122300,12867633
chhattisgarh,2023,3,bilaspur district,705698,41412746
chhattisgarh,2023,3,balrampur district,133080,58288320
chhattisgarh,2023,3,bijapur district,61882,12290256
chhattisgarh,2023,3,bemetara district,155580,22507594
chhattisgarh,2023,3,bastar district,187517,39150849
chhattisgarh,2023,3,kondagaon district,102482,36065803
chhattisgarh,2023,3,mahasamund district,243585,35358784
chhattisgarh,2018,3,dhamtari district,29271,0
chhattisgarh,2018,3,korba district,68746,0
chhattisgarh,2018,3,surajpur district,23142,0
chhattisgarh,2018,3,baloda bazar district,43335,0
chhattisgarh,2018,3,sukma district,6694,0
chhattisgarh,2018,3,raigarh district,89911,0
chhattisgarh,2018,3,janjgir champa district,77834,0
chhattisgarh,2018,3,jashpur district,22329,0
chhattisgarh,2018,3,balod district,26663,0
chhattisgarh,2018,3,kabirdham district,21958,0
chhattisgarh,2018,3,surguja district,40025,0
chhattisgarh,2018,3,dantewada district,10338,0
chhattisgarh,2018,3,gariyaband district,16672,0
chhattisgarh,2018,3,durg district,150753,0
chhattisgarh,2018,3,rajnandgaon district,50271,0
chhattisgarh,2018,3,raipur district,231146,0
chhattisgarh,2018,3,narayanpur district,3509,0
chhattisgarh,2018,3,kanker district,21379,0
chhattisgarh,2018,3,korea district,27036,0
chhattisgarh,2018,3,mungeli district,15251,0
chhattisgarh,2018,3,bilaspur district,119415,0
chhattisgarh,2018,3,balrampur district,17026,0
chhattisgarh,2018,3,bijapur district,7785,0
chhattisgarh,2018,3,bemetara district,23151,0
chhattisgarh,2018,3,bastar district,25975,0
chhattisgarh,2018,3,kondagaon district,11549,0
chhattisgarh,2018,3,mahasamund district,36628,0
chhattisgarh,2019,3,dhamtari district,56490,810027
chhattisgarh,2019,3,korba district,131850,2213038
chhattisgarh,2019,3,surajpur district,49502,764794
chhattisgarh,2019,3,baloda bazar district,93416,1376499
chhattisgarh,2019,3,sukma district,15279,358888
chhattisgarh,2019,3,raigarh district,170447,2931974
chhattisgarh,2019,3,janjgir champa district,161232,4799392
chhattisgarh,2019,3,jashpur district,45820,746166
chhattisgarh,2019,3,balod district,54969,765025
chhattisgarh,2019,3,kabirdham district,47753,690082
chhattisgarh,2019,3,surguja district,79170,1391594
chhattisgarh,2019,3,dantewada district,23099,484093
chhattisgarh,2019,3,gariyaband district,32332,539156
chhattisgarh,2019,3,durg district,289803,6359888
chhattisgarh,2019,3,rajnandgaon district,101617,1607087
chhattisgarh,2019,3,raipur district,455785,9790726
chhattisgarh,2019,3,narayanpur district,8433,184839
chhattisgarh,2019,3,kanker district,48053,894748
chhattisgarh,2019,3,korea district,52380,850973
chhattisgarh,2019,3,mungeli district,34553,460088
chhattisgarh,2019,3,bilaspur district,230364,3912885
chhattisgarh,2019,3,balrampur district,35659,702832
chhattisgarh,2019,3,bijapur district,18114,447468
chhattisgarh,2019,3,bemetara district,45724,628499
chhattisgarh,2019,3,bastar district,55159,1064689
chhattisgarh,2019,3,kondagaon district,26016,469456
chhattisgarh,2019,3,mahasamund district,72039,1117435
chhattisgarh,2022,3,dhamtari district,153263,11525749
chhattisgarh,2022,3,korba district,352198,36228236
chhattisgarh,2022,3,surajpur district,142407,22324980
chhattisgarh,2022,3,baloda bazar district,260632,19940925
chhattisgarh,2022,3,sukma district,44234,7050939
chhattisgarh,2022,3,raigarh district,448366,35340196
chhattisgarh,2022,3,janjgir champa district,436349,18998354
chhattisgarh,2022,3,jashpur district,145715,28645837
chhattisgarh,2022,3,balod district,155200,14558886
chhattisgarh,2022,3,kabirdham district,141814,15613661
chhattisgarh,2022,3,surguja district,217313,23200906
chhattisgarh,2022,3,dantewada district,63734,6442840
chhattisgarh,2022,3,gariyaband district,91335,14953415
chhattisgarh,2022,3,durg district,707241,14611488
chhattisgarh,2022,3,rajnandgaon district,292804,32277042
chhattisgarh,2022,3,raipur district,1150501,38340572
chhattisgarh,2022,3,narayanpur district,25375,5225910
chhattisgarh,2022,3,kanker district,148494,24876178
chhattisgarh,2022,3,korea district,141899,19410454
chhattisgarh,2022,3,mungeli district,102902,8504629
chhattisgarh,2022,3,bilaspur district,596003,28673485
chhattisgarh,2022,3,balrampur district,111448,32254886
chhattisgarh,2022,3,bijapur district,51796,7150992
chhattisgarh,2022,3,bemetara district,131384,14359000
chhattisgarh,2022,3,bastar district,158238,19141042
chhattisgarh,2022,3,kondagaon district,86322,19375824
chhattisgarh,2022,3,mahasamund district,205270,24180061
kerala,2021,3,thiruvananthapuram district,878444,11037318
kerala,2021,3,kasaragod district,261347,4398139
kerala,2021,3,malappuram district,773963,11600738
kerala,2021,3,pathanamthitta district,239479,3473793
kerala,2021,3,wayanad district,206950,4890558
kerala,2021,3,alappuzha district,471228,5643125
kerala,2021,3,kozhikode district,789078,11968490
kerala,2021,3,kollam district,551267,7524489
kerala,2021,3,thrissur district,681187,8015973
kerala,2021,3,palakkad district,548776,8458671
kerala,2021,3,kannur district,568613,8784346
kerala,2021,3,kottayam district,445540,5814480
kerala,2021,3,ernakulam district,1289089,18436828
kerala,2021,3,idukki district,244464,6235769
kerala,2020,3,thiruvananthapuram district,624681,7345447
kerala,2020,3,kasaragod district,180232,2179862
kerala,2020,3,malappuram district,533108,5623411
kerala,2020,3,pathanamthitta district,167320,1736047
kerala,2020,3,wayanad district,142714,1846742
kerala,2020,3,alappuzha district,330393,3840522
kerala,2020,3,kozhikode district,554275,6888523
kerala,2020,3,kollam district,385866,4660522
kerala,2020,3,thrissur district,479671,4994319
kerala,2020,3,palakkad district,384712,4352750
kerala,2020,3,kannur district,400107,4640937
kerala,2020,3,kottayam district,311954,3190433
kerala,2020,3,ernakulam district,917356,11265204
kerala,2020,3,idukki district,169911,1744303
kerala,2023,3,thiruvananthapuram district,1288756,5237375
kerala,2023,3,kasaragod district,379477,9114678
kerala,2023,3,malappuram district,1122286,15747619
kerala,2023,3,pathanamthitta district,354481,3660388
kerala,2023,3,wayanad district,304106,8337163
kerala,2023,3,alappuzha district,702662,2846975
kerala,2023,3,kozhikode district,1142968,10149133
kerala,2023,3,kollam district,817493,7838703
kerala,2023,3,thrissur district,1000321,6608692
kerala,2023,3,palakkad district,807530,18972836
kerala,2023,3,kannur district,828310,14423435
kerala,2023,3,kottayam district,660585,8034023
kerala,2023,3,ernakulam district,1897604,9073384
kerala,2023,3,idukki district,362564,25000023
kerala,2018,3,thiruvananthapuram district,147475,0
kerala,2018,3,kasaragod district,36621,0
kerala,2018,3,malappuram district,134338,0
kerala,2018,3,pathanamthitta district,36828,0
kerala,2018,3,wayanad district,29824,0
kerala,2018,3,alappuzha district,71052,0
kerala,2018,3,kozhikode district,136469,0
kerala,2018,3,kollam district,77192,0
kerala,2018,3,thrissur district,115170,0
kerala,2018,3,palakkad district,91071,0
kerala,2018,3,kannur district,91537,0
kerala,2018,3,kottayam district,77331,0
kerala,2018,3,ernakulam district,263779,0
kerala,2018,3,idukki district,38911,0
kerala,2019,3,thiruvananthapuram district,340900,4182693
kerala,2019,3,kasaragod district,86660,767969
kerala,2019,3,malappuram district,282514,2453834
kerala,2019,3,pathanamthitta district,85982,734361
kerala,2019,3,wayanad district,71761,716214
kerala,2019,3,alappuzha district,166845,1628789
kerala,2019,3,kozhikode district,294333,3172854
kerala,2019,3,kollam district,183743,1799822
kerala,2019,3,thrissur district,259366,2510843
kerala,2019,3,palakkad district,202761,2057447
kerala,2019,3,kannur district,204129,1838589
kerala,2019,3,kottayam district,169581,1542321
kerala,2019,3,ernakulam district,553200,7217455
kerala,2019,3,idukki district,89188,848503
kerala,2022,3,thiruvananthapuram district,1095580,5022977
kerala,2022,3,kasaragod district,325218,6664472
kerala,2022,3,malappuram district,961854,10102534
kerala,2022,3,pathanamthitta district,301025,3433193
kerala,2022,3,wayanad district,259233,7609643
kerala,2022,3,alappuzha district,593932,2997077
kerala,2022,3,kozhikode district,978992,9370370
kerala,2022,3,kollam district,692226,5343177
kerala,2022,3,thrissur district,851462,5943980
kerala,2022,3,palakkad district,687131,11390747
kerala,2022,3,kannur district,708205,10396280
kerala,2022,3,kottayam district,560099,4928594
kerala,2022,3,ernakulam district,1611052,8148392
kerala,2022,3,idukki district,307968,13214397
maharashtra,2021,3,jalgaon district,1015954,44589296
maharashtra,2021,3,latur district,672411,35447172
maharashtra,2021,3,thane district,4597394,83300680
maharashtra,2021,3,bhandara district,278950,10492117
maharashtra,2021,3,nandurbar district,233351,14068043
maharashtra,2021,3,chandrapur district,501428,24953314
maharashtra,2021,3,kolhapur district,1201767,30276720
maharashtra,2021,3,solapur district,1380100,90517777
maharashtra,2021,3,mumbai district,1659663,22719084
maharashtra,2021,3,sindhudurg district,182992,8049285
maharashtra,2021,3,dhule district,453563,23874749
maharashtra,2021,3,wardha district,324042,14222066
maharashtra,2021,3,parbhani district,394690,24802131
maharashtra,2021,3,mumbai suburban district,4444495,64351820
maharashtra,2021,3,hingoli district,215433,13648354
maharashtra,2021,3,ratnagiri district,322959,12217296
maharashtra,2021,3,nanded district,718196,42572195
maharashtra,2021,3,osmanabad district,420827,34207354
maharashtra,2021,3,nagpur district,2020264,59516934
maharashtra,2021,3,buldhana district,610959,37781452
maharashtra,2021,3,nashik district,2352259,98434796
maharashtra,2021,3,akola district,415627,18302939
maharashtra,2021,3,yavatmal district,479110,29675311
maharashtra,2021,3,aurangabad district,1671665,80700747
maharashtra,2021,3,amravati district,762967,34351482
maharashtra,2021,3,washim district,232323,15590563
maharashtra,2021,3,sangli district,812828,36928390
maharashtra,2021,3,gadchiroli district,163308,11389807
maharashtra,2021,3,raigad district,1365513,37710413
maharashtra,2021,3,palghar district,1410321,32925198
maharashtra,2021,3,jalna district,477979,33173132
maharashtra,2021,3,gondia district,260029,11333638
maharashtra,2021,3,ahmednagar district,1539300,92999756
maharashtra,2021,3,pune district,7398336,249779063
maharashtra,2021,3,beed district,628912,47304097
maharashtra,2021,3,satara district,961302,43163681
maharashtra,2020,3,jalgaon district,743569,17695427
maharashtra,2020,3,latur district,487737,12529419
maharashtra,2020,3,thane district,3401853,52297968
maharashtra,2020,3,bhandara district,204981,4356190
maharashtra,2020,3,nandurbar district,166410,3724827
maharashtra,2020,3,chandrapur district,363342,7045440
maharashtra,2020,3,kolhapur district,888115,14966592
maharashtra,2020,3,solapur district,1012518,28891583
maharashtra,2020,3,mumbai district,1234355,13941010
maharashtra,2020,3,sindhudurg district,130919,1987566
maharashtra,2020,3,dhule district,328830,8067643
maharashtra,2020,3,wardha district,237655,4580040
maharashtra,2020,3,parbhani district,285190,7390362
maharashtra,2020,3,mumbai suburban district,3304696,42335510
maharashtra,2020,3,hingoli district,153826,3833142
maharashtra,2020,3,ratnagiri district,232740,3520849
maharashtra,2020,3,nanded district,516629,13025435
maharashtra,2020,3,osmanabad district,306365,9424874
maharashtra,2020,3,nagpur district,1502777,33257572
maharashtra,2020,3,buldhana district,442520,11822619
maharashtra,2020,3,nashik district,1752191,51545991
maharashtra,2020,3,akola district,300191,6048017
maharashtra,2020,3,yavatmal district,339550,6963604
maharashtra,2020,3,aurangabad district,1244879,37148805
maharashtra,2020,3,amravati district,559554,13609334
maharashtra,2020,3,washim district,164636,3774276
maharashtra,2020,3,sangli district,592418,11236674
maharashtra,2020,3,gadchiroli district,116628,2495986
maharashtra,2020,3,raigad district,1001129,17849735
maharashtra,2020,3,palghar district,1034468,17374224
maharashtra,2020,3,jalna district,343751,9707302
maharashtra,2020,3,gondia district,189739,3853651
maharashtra,2020,3,ahmednagar district,1123648,30036265
maharashtra,2020,3,pune district,5546002,133793402
maharashtra,2020,3,beed district,454108,12860646
maharashtra,2020,3,satara district,701594,15205121
maharashtra,2023,3,jalgaon district,1529992,123442622
maharashtra,2023,3,latur district,1006145,57907262
maharashtra,2023,3,thane district,6802106,38150498
maharashtra,2023,3,bhandara district,420322,23315387
maharashtra,2023,3,nandurbar district,352858,90388683
maharashtra,2023,3,chandrapur district,754238,82624927
maharashtra,2023,3,kolhapur district,1770692,61008692
maharashtra,2023,3,solapur district,2050042,188806621
maharashtra,2023,3,mumbai district,2450770,4670622
maharashtra,2023,3,sindhudurg district,270085,25809368
maharashtra,2023,3,dhule district,685192,86722729
maharashtra,2023,3,wardha district,482011,50869367
maharashtra,2023,3,parbhani district,594897,74954199
maharashtra,2023,3,mumbai suburban district,6560867,14208097
maharashtra,2023,3,hingoli district,329360,53436408
maharashtra,2023,3,ratnagiri district,476573,38765827
maharashtra,2023,3,nanded district,1083788,97025405
maharashtra,2023,3,osmanabad district,630584,89965868
maharashtra,2023,3,nagpur district,2995471,83230298
maharashtra,2023,3,buldhana district,928174,94951833
maharashtra,2023,3,nashik district,3481028,223286708
maharashtra,2023,3,akola district,626507,54844425
maharashtra,2023,3,yavatmal district,726136,122689712
maharashtra,2023,3,aurangabad district,2485041,142936286
maharashtra,2023,3,amravati district,1146341,105205644
maharashtra,2023,3,washim district,353548,55678765
maharashtra,2023,3,sangli district,1203678,107556687
maharashtra,2023,3,gadchiroli district,247702,58567729
maharashtra,2023,3,raigad district,2017277,67554402
maharashtra,2023,3,palghar district,2118552,71653613
maharashtra,2023,3,jalna district,728366,78474889
maharashtra,2023,3,gondia district,390942,38222556
maharashtra,2023,3,ahmednagar district,2297997,202698910
maharashtra,2023,3,pune district,10780092,221118402
maharashtra,2023,3,beed district,947480,127194060
maharashtra,2023,3,satara district,1426143,95047326
maharashtra,2018,3,jalgaon district,263135,0
maharashtra,2018,3,latur district,170128,0
maharashtra,2018,3,thane district,1104206,0
maharashtra,2018,3,bhandara district,68672,0
maharashtra,2018,3,nandurbar district,49904,0
maharashtra,2018,3,chandrapur district,119898,0
maharashtra,2018,3,kolhapur district,292239,0
maharashtra,2018,3,solapur district,331428,0
maharashtra,2018,3,mumbai district,410878,0
maharashtra,2018,3,sindhudurg district,35352,0
maharashtra,2018,3,dhule district,110815,0
maharashtra,2018,3,wardha district,80412,0
maharashtra,2018,3,parbhani district,94341,0
maharashtra,2018,3,mumbai suburban district,1218632,0
maharashtra,2018,3,hingoli district,48279,0
maharashtra,2018,3,ratnagiri district,61998,0
maharashtra,2018,3,nanded district,168414,0
maharashtra,2018,3,osmanabad district,93240,0
maharashtra,2018,3,nagpur district,487280,0
maharashtra,2018,3,buldhana district,145183,0
maharashtra,2018,3,nashik district,552556,0
maharashtra,2018,3,akola district,96221,0
maharashtra,2018,3,yavatmal district,102034,0
maharashtra,2018,3,aurangabad district,428394,0
maharashtra,2018,3,amravati district,170913,0
maharashtra,2018,3,washim district,51549,0
maharashtra,2018,3,sangli district,189937,0
maharashtra,2018,3,gadchiroli district,38429,0
maharashtra,2018,3,raigad district,308594,0
maharashtra,2018,3,palghar district,312322,0
maharashtra,2018,3,jalna district,102291,0
maharashtra,2018,3,gondia district,67233,0
maharashtra,2018,3,ahmednagar district,344804,0
maharashtra,2018,3,pune district,1974138,0
maharashtra,2018,3,beed district,132639,0
maharashtra,2018,3,satara district,208545,0
maharashtra,2019,3,jalgaon district,484320,7521590
maharashtra,2019,3,latur district,317568,5434923
maharashtra,2019,3,thane district,2396815,42873101
maharashtra,2019,3,bhandara district,133936,2083768
maharashtra,2019,3,nandurbar district,100724,1474214
maharashtra,2019,3,chandrapur district,230287,3166372
maharashtra,2019,3,kolhapur district,596174,8193309
maharashtra,2019,3,solapur district,656265,12732297
maharashtra,2019,3,mumbai district,889541,14809787
maharashtra,2019,3,sindhudurg district,80642,932423
maharashtra,2019,3,dhule district,210268,3282875
maharashtra,2019,3,wardha district,155318,2487741
maharashtra,2019,3,parbhani district,176060,2887387
maharashtra,2019,3,mumbai suburban district,2407754,42728498
maharashtra,2019,3,hingoli district,92993,1485748
maharashtra,2019,3,ratnagiri district,141611,1636070
maharashtra,2019,3,nanded district,320624,5340619
maharashtra,2019,3,osmanabad district,190762,3523752
maharashtra,2019,3,nagpur district,1015333,22477622
maharashtra,2019,3,buldhana district,277803,4679657
maharashtra,2019,3,nashik district,1155897,27497445
maharashtra,2019,3,akola district,188557,2665636
maharashtra,2019,3,yavatmal district,204051,2886890
maharashtra,2019,3,aurangabad district,841802,22471070
maharashtra,2019,3,amravati district,356494,7545087
maharashtra,2019,3,washim district,101077,1522700
maharashtra,2019,3,sangli district,381166,5136941
maharashtra,2019,3,gadchiroli district,74415,1177160
maharashtra,2019,3,raigad district,679155,11541821
maharashtra,2019,3,palghar district,691229,11702552
maharashtra,2019,3,jalna district,208117,3908155
maharashtra,2019,3,gondia district,124708,1913026
maharashtra,2019,3,ahmednagar district,705492,12684741
maharashtra,2019,3,pune district,4004991,126338358
maharashtra,2019,3,beed district,272488,4445026
maharashtra,2019,3,satara district,448644,6810052
maharashtra,2022,3,jalgaon district,1286175,97532092
maharashtra,2022,3,latur district,848269,63264921
maharashtra,2022,3,thane district,5757165,33263065
maharashtra,2022,3,bhandara district,353174,19465120
maharashtra,2022,3,nandurbar district,296795,34198673
maharashtra,2022,3,chandrapur district,634045,56800651
maharashtra,2022,3,kolhapur district,1502306,47052254
maharashtra,2022,3,solapur district,1733556,228942597
maharashtra,2022,3,mumbai district,2074701,5594171
maharashtra,2022,3,sindhudurg district,229975,15739159
maharashtra,2022,3,dhule district,575813,54322077
maharashtra,2022,3,wardha district,407248,36192835
maharashtra,2022,3,parbhani district,499848,65733280
maharashtra,2022,3,mumbai suburban district,5555095,17750407
maharashtra,2022,3,hingoli district,275473,39256792
maharashtra,2022,3,ratnagiri district,405070,25571739
maharashtra,2022,3,nanded district,910486,98753308
maharashtra,2022,3,osmanabad district,531671,91882360
maharashtra,2022,3,nagpur district,2532986,66164790
maharashtra,2022,3,buldhana district,777977,93279571
maharashtra,2022,3,nashik district,2948824,151235515
maharashtra,2022,3,akola district,526815,44796514
maharashtra,2022,3,yavatmal district,610128,88314496
maharashtra,2022,3,aurangabad district,2101234,124307909
maharashtra,2022,3,amravati district,963982,72957653
maharashtra,2022,3,washim district,296272,43840731
maharashtra,2022,3,sangli district,1019817,93113946
maharashtra,2022,3,gadchiroli district,207786,26316493
maharashtra,2022,3,raigad district,1710945,36872830
maharashtra,2022,3,palghar district,1781265,36549593
maharashtra,2022,3,jalna district,610313,84336941
